Artist,type,number
Forgács Péter,prestige_rank,658.0
Rónai Péter,prestige_rank,344.0
Szombathy Bálint,prestige_rank,711.0
Várnagy Ildikó,prestige_rank,637.0
Szörényi Beatrix,prestige_rank,774.0
Széchy Beáta,prestige_rank,566.0
Aknay János,prestige_rank,636.0
Csáki László,prestige_rank,761.0
Csoszó Gabriella,prestige_rank,762.0
Gál Andras,prestige_rank,794.0
Jovánovics Tamás,prestige_rank,747.0
Kovács Péter,prestige_rank,410.0
Kecskés Péter,prestige_rank,698.0
Uglár Csaba,prestige_rank,742.0
Imre Mariann,prestige_rank,765.0
Barcsay Jenő,prestige_rank,728.0
Kőnig Frigyes,prestige_rank,708.0
Anna Mark,prestige_rank,269.0
Kovács Péter Balázs [kpb],prestige_rank,670.0
Ember Sári,prestige_rank,789.0
Herendi Péter,prestige_rank,677.0
Schéner Mihály,prestige_rank,500.0
Féner Tamás,prestige_rank,491.0
Kovács Endre,prestige_rank,504.0
Káldi Katalin,prestige_rank,737.0
François Fiedler,prestige_rank,735.0
Tölg-Molnár Zoltán,prestige_rank,571.0
Attalai Gábor,prestige_rank,750.0
Köves Éva,prestige_rank,667.0
Kalmár János,prestige_rank,655.0
Fabricius Anna,prestige_rank,785.0
Fátyol Viola,prestige_rank,775.0
Földi Péter,prestige_rank,540.0
Soós Tamas,prestige_rank,646.0
Szabó Ádám,prestige_rank,744.0
Csáky Marianne,prestige_rank,764.0
Matzon Ákos,prestige_rank,651.0
Baranyai Levente,prestige_rank,734.0
Braun András,prestige_rank,705.0
Valkó László,prestige_rank,642.0
Vilt Tibor,prestige_rank,699.0
Jakatics-Szabó Veronika,prestige_rank,725.0
Solti Gizella,prestige_rank,669.0
Péreli Zsuzsa,prestige_rank,565.0
Sejben Lajos,prestige_rank,456.0
Előd Ágnes,prestige_rank,685.0
Kis Varsó,prestige_rank,756.0
Kósa János,prestige_rank,724.0
Halász Péter Tamás,prestige_rank,771.0
Czene Márta,prestige_rank,769.0
Schmal Károly,prestige_rank,675.0
Ottó László,prestige_rank,777.0
Július Gyula,prestige_rank,706.0
Gyémánt László,prestige_rank,453.0
Szőnyei György,prestige_rank,692.0
Bódy Gabor,prestige_rank,738.0
Méhes László,prestige_rank,657.0
Stefanovits Péter,prestige_rank,526.0
Gábor Áron,prestige_rank,635.0
Szenes Zsuzsa,prestige_rank,632.0
SI-LA-GI,prestige_rank,505.0
Simonyi Emő,prestige_rank,278.0
Budahelyi Tibor,prestige_rank,492.0
Révész László László,prestige_rank,687.0
Kótai Tamás,prestige_rank,567.0
Moizer Zsuzsa,prestige_rank,721.0
Andreas Fogarasi,prestige_rank,516.0
Detvay Jenő,prestige_rank,682.0
Pető Hunor,prestige_rank,679.0
Sebestyén Zoltán,prestige_rank,722.0
Khoór Lilla,prestige_rank,689.0
Szemző Zsófia,prestige_rank,784.0
Frey Krisztián,prestige_rank,625.0
Lévay Jenő,prestige_rank,594.0
Szász Lilla,prestige_rank,718.0
Szöllőssy Enikő,prestige_rank,590.0
Butak András,prestige_rank,684.0
Szigeti Gábor Csongor,prestige_rank,695.0
Szacsvay Pál,prestige_rank,648.0
Kovács Lola,prestige_rank,701.0
Baksai József,prestige_rank,509.0
Deli Ágnes,prestige_rank,634.0
Hangay Enikő,prestige_rank,661.0
Buczkó György,prestige_rank,515.0
Csató József,prestige_rank,702.0
Erdei Krisztina,prestige_rank,752.0
Babinszky Csilla,prestige_rank,609.0
Kelecsényi Csilla,prestige_rank,683.0
Bullás József,prestige_rank,743.0
Horváth Roland,prestige_rank,690.0
Rodolf Hervé,prestige_rank,614.0
Kristóf Gábor,prestige_rank,739.0
Varga Éva,prestige_rank,554.0
Gábor Marianne,prestige_rank,430.0
Szlaukó László,prestige_rank,525.0
Schrammel Imre,prestige_rank,440.0
Szabó Eszter Ágnes,prestige_rank,676.0
Kováts Borbála,prestige_rank,454.0
Pacsika Rudolf,prestige_rank,654.0
Csernus Tibor,prestige_rank,564.0
Rákóczy Gizella,prestige_rank,599.0
Veszely Ferenc,prestige_rank,597.0
Vető János,prestige_rank,691.0
Chilf Mária,prestige_rank,729.0
Bálványos Levente,prestige_rank,730.0
Krizbai Sándor,prestige_rank,574.0
Lux Antal,prestige_rank,622.0
Benedek Barna,prestige_rank,686.0
Lossonczy Tamás,prestige_rank,559.0
Olajos György,prestige_rank,538.0
Gergely Nóra,prestige_rank,628.0
Varga-Amár László,prestige_rank,437.0
El Kazovszkij,prestige_rank,719.0
Sipos Eszter,prestige_rank,665.0
Gróf Ferenc,prestige_rank,741.0
Bakos Ildikó,prestige_rank,520.0
Cséfalvay András,prestige_rank,757.0
Ravasz András,prestige_rank,608.0
Varga Patrícia Minerva,prestige_rank,360.0
László Dániel,prestige_rank,527.0
Tolvaly Ernő,prestige_rank,575.0
Korniss Péter,prestige_rank,438.0
Gémes Péter,prestige_rank,595.0
Magyarósi Éva,prestige_rank,629.0
Kondor Attila,prestige_rank,617.0
Orbán György,prestige_rank,694.0
Frankl Aliona,prestige_rank,596.0
Kisspál Szabolcs,prestige_rank,714.0
Kovách Gergő,prestige_rank,715.0
Kútvölgyi-Szabó Áron,prestige_rank,731.0
Ézsiás István,prestige_rank,429.0
Daradics Árpád,prestige_rank,633.0
Szabó Ottó,prestige_rank,664.0
Kupcsik Adrián,prestige_rank,644.0
Nagy Gábor György,prestige_rank,656.0
Albert Ádám,prestige_rank,716.0
Vincze Ottó,prestige_rank,643.0
Szikora Tamás,prestige_rank,569.0
Radák Eszter,prestige_rank,532.0
Erőss István,prestige_rank,529.0
Wolsky András,prestige_rank,736.0
Győrffy Sándor,prestige_rank,521.0
Antal Balázs,prestige_rank,697.0
Major Kamill,prestige_rank,501.0
Kádár Béla,prestige_rank,720.0
Igor Buharov,prestige_rank,726.0
Sass Valéria,prestige_rank,297.0
Haász Kati,prestige_rank,727.0
Waliczky Tamás,prestige_rank,717.0
Czeizel Balázs,prestige_rank,663.0
Fodor János,prestige_rank,713.0
Kováts Albert,prestige_rank,585.0
Czigány Ákos,prestige_rank,668.0
Brückner János,prestige_rank,709.0
Szörtsey Gábor,prestige_rank,551.0
Tandori Dezső,prestige_rank,470.0
Pataki Ferenc,prestige_rank,549.0
Kókay Krisztina,prestige_rank,610.0
Galambos Tamás,prestige_rank,368.0
Wechter Ákos,prestige_rank,606.0
Polgár Csaba,prestige_rank,561.0
Ötvös Zoltán,prestige_rank,673.0
Papp Oszkár,prestige_rank,445.0
Király Gábor,prestige_rank,588.0
Szemadám György,prestige_rank,475.0
Asszonyi Tamás,prestige_rank,383.0
Kristóf Krisztián,prestige_rank,693.0
Gosztola Kitti,prestige_rank,733.0
Gaál Endre,prestige_rank,449.0
Minyó Szert Károly,prestige_rank,678.0
Lendvai Ádám,prestige_rank,547.0
André Kertész,prestige_rank,452.0
Fukui Yusuke,prestige_rank,457.0
Szinyova Gergő,prestige_rank,681.0
Hajdu Kinga,prestige_rank,645.0
Loránt Anikó Erzsébet,prestige_rank,712.0
Vajda Lajos,prestige_rank,627.0
Nádas Alexandra,prestige_rank,381.0
Bodóczky István,prestige_rank,294.0
Máriás István aka Horror Pista,prestige_rank,696.0
Felsmann István,prestige_rank,666.0
Péli Barna,prestige_rank,659.0
Tolnay Imre,prestige_rank,376.0
Regős István,prestige_rank,562.0
Hegedűs 2 László,prestige_rank,672.0
Nagy Barbara,prestige_rank,467.0
Société Réaliste,prestige_rank,662.0
Rosta József,prestige_rank,365.0
Huszánk Szilard,prestige_rank,671.0
Reich Károly,prestige_rank,355.0
Gerzson Pál,prestige_rank,478.0
Németh Géza,prestige_rank,241.0
Dienes Attila,prestige_rank,265.0
Major János,prestige_rank,600.0
Lábass Endre,prestige_rank,385.0
Szalay Péter,prestige_rank,626.0
Kele Judit,prestige_rank,490.0
Hincz Gyula,prestige_rank,560.0
Bozsó András,prestige_rank,506.0
Jordi Pallares,prestige_rank,113.0
Gábor Imre,prestige_rank,581.0
Havas Bálint,prestige_rank,299.0
Tasnádi József,prestige_rank,584.0
Vásárhelyi Zsolt,prestige_rank,613.0
Soós Nóra,prestige_rank,624.0
Szabó Ákos,prestige_rank,601.0
Jokesz Antal,prestige_rank,503.0
Czóbel Béla,prestige_rank,271.0
Koós Gábor,prestige_rank,680.0
Barakonyi Szabolcs,prestige_rank,511.0
Péter Ágnes,prestige_rank,615.0
Kungl György,prestige_rank,510.0
Orosz István,prestige_rank,514.0
Kárpáti Tamás,prestige_rank,350.0
Vígh Tamás,prestige_rank,485.0
Hermann Zoltán,prestige_rank,552.0
Farkas Ádám,prestige_rank,395.0
Tamási Claudia,prestige_rank,473.0
Borsos Lőrinc,prestige_rank,703.0
Orbán Attila,prestige_rank,417.0
Bács Emese,prestige_rank,513.0
Lukoviczky Endre,prestige_rank,170.0
Mata Attila,prestige_rank,619.0
Ghyczy Dénes,prestige_rank,462.0
Kaszás Tamás Tibor,prestige_rank,464.0
Szabó Ágnes,prestige_rank,578.0
Hager Ritta,prestige_rank,484.0
Végh András,prestige_rank,387.0
Ficzek Ferenc,prestige_rank,641.0
Nagy István,prestige_rank,639.0
Kecskeméti Sándor,prestige_rank,336.0
Pázmándi Antal,prestige_rank,544.0
Szász György,prestige_rank,649.0
Magén István,prestige_rank,422.0
Kaliczka Patrícia,prestige_rank,688.0
Kelle Antal,prestige_rank,579.0
Drégely Imre,prestige_rank,591.0
Tenk László,prestige_rank,372.0
Misetics Mátyás,prestige_rank,602.0
Szabó Eszter,prestige_rank,704.0
Borsos Miklós,prestige_rank,512.0
Robitz Anikó,prestige_rank,660.0
Menasági Péter,prestige_rank,572.0
Lajta Gábor,prestige_rank,489.0
Thury Levente,prestige_rank,404.0
Kapitány András,prestige_rank,409.0
Trapp Dominika,prestige_rank,647.0
Szentesi Csaba,prestige_rank,576.0
Faa Balázs,prestige_rank,573.0
Csorba Simon,prestige_rank,340.0
Wahorn András,prestige_rank,652.0
Oravecz Tímea Anita,prestige_rank,618.0
Szolnoki József,prestige_rank,640.0
Nemes Judith,prestige_rank,653.0
Mari Mahr,prestige_rank,522.0
Molnár Ágnes Éva,prestige_rank,568.0
Berhidi Mária,prestige_rank,493.0
Gábor Enikő,prestige_rank,586.0
Jávor Piroska,prestige_rank,162.0
Hecker Péter,prestige_rank,543.0
Verebics Ágnes,prestige_rank,623.0
Fekete Balázs,prestige_rank,419.0
Incze Mózes,prestige_rank,519.0
Randomroutines,prestige_rank,399.0
Zsemlye Ildikó,prestige_rank,607.0
Katona Zoltán,prestige_rank,541.0
Nagy Árpád [Pika],prestige_rank,533.0
Varga Rita,prestige_rank,482.0
Benkő Imre,prestige_rank,498.0
Méhes Lóránt,prestige_rank,496.0
Csikszentmihályi Róbert,prestige_rank,343.0
Gulácsy Lajos,prestige_rank,553.0
Tóth Menyhért,prestige_rank,280.0
Rónai Eva,prestige_rank,446.0
Dezső Tamás,prestige_rank,621.0
Barabás Zsófi,prestige_rank,616.0
Horkay István,prestige_rank,331.0
Kismányoky Károly,prestige_rank,436.0
Hemző Károly,prestige_rank,321.0
Csikvári Péter,prestige_rank,558.0
Lóránt János Demeter,prestige_rank,455.0
Részegh Botond,prestige_rank,536.0
Bornemisza Rozi,prestige_rank,469.0
Haris László,prestige_rank,400.0
Korodi János,prestige_rank,472.0
Szigethy Anna,prestige_rank,389.0
Göbölyös Luca,prestige_rank,604.0
Huber András,prestige_rank,362.0
Szanyi Borbála,prestige_rank,570.0
Fülöp Gábor,prestige_rank,563.0
Gáll Ádám,prestige_rank,402.0
Stark István,prestige_rank,530.0
Dániel András,prestige_rank,523.0
Vaszkó Erzsébet,prestige_rank,428.0
Jakobovits Miklós,prestige_rank,256.0
Szűts Miklós,prestige_rank,349.0
Szőllősi Géza,prestige_rank,611.0
Károlyi Ernő,prestige_rank,206.0
A. Nagy Gábor,prestige_rank,338.0
Ferenczy Zsolt,prestige_rank,528.0
Halász András,prestige_rank,480.0
Pintér Gábor,prestige_rank,620.0
Nemes Nikolett,prestige_rank,494.0
Cseh Lili,prestige_rank,537.0
Urbán Tibor,prestige_rank,414.0
Sinkó István,prestige_rank,346.0
Breznay Pál,prestige_rank,201.0
Vojnich Erzsébet,prestige_rank,463.0
Nemes Márton,prestige_rank,603.0
Horváth Dániel,prestige_rank,582.0
Büki Zsuzsanna,prestige_rank,460.0
Somody Péter,prestige_rank,502.0
Pácser Attila,prestige_rank,447.0
Fakó Árpád,prestige_rank,202.0
Fürjesi Csaba,prestige_rank,587.0
Hatházi László,prestige_rank,546.0
Süveges Rita,prestige_rank,592.0
Marosán Gyula,prestige_rank,291.0
Martin Henrik,prestige_rank,557.0
Gaál Tamás,prestige_rank,351.0
Szabó Péter,prestige_rank,499.0
Krajcsovics Éva,prestige_rank,397.0
Eike Berg,prestige_rank,589.0
Szenteleki Gábor,prestige_rank,443.0
Kemény György,prestige_rank,550.0
Sinkovics Ede,prestige_rank,167.0
Tóth Csaba,prestige_rank,191.0
Kiss Adrián,prestige_rank,531.0
Áfrány Gábor,prestige_rank,64.0
Eszik Alajos,prestige_rank,283.0
Palotai Gábor,prestige_rank,378.0
Nemere Réka,prestige_rank,507.0
Veres Szabolcs,prestige_rank,556.0
Horváth László,prestige_rank,333.0
Bánföldi Zoltán,prestige_rank,337.0
Szkok Iván,prestige_rank,179.0
Dobokay Máté,prestige_rank,583.0
Váli Dezső,prestige_rank,147.0
Barta Lajos,prestige_rank,263.0
Bolygó Bálint,prestige_rank,497.0
Barakonyi Zsombor,prestige_rank,577.0
Vass Tibor,prestige_rank,524.0
Rajk Lászlo,prestige_rank,358.0
Bartha Sándor,prestige_rank,401.0
Szilágyi Teréz,prestige_rank,466.0
Banga Ferenc,prestige_rank,260.0
Appelshoffer Péter,prestige_rank,477.0
Fehér Márta,prestige_rank,151.0
Sőrés Zsolt,prestige_rank,432.0
Verebics Katalin,prestige_rank,413.0
Barta Zsolt Péter,prestige_rank,426.0
Verebes György,prestige_rank,224.0
Németh Marcell,prestige_rank,580.0
Halmi-Horváth István,prestige_rank,605.0
Ócsai Károly,prestige_rank,284.0
Wachter Dénes,prestige_rank,433.0
Vessey Gábor,prestige_rank,345.0
Bakos Gábor,prestige_rank,425.0
Farkas Zsófia,prestige_rank,431.0
Alexander Tinei,prestige_rank,356.0
Ferencz S. Apor,prestige_rank,252.0
Szirányi István,prestige_rank,342.0
Oláh Mara,prestige_rank,508.0
Ilku János,prestige_rank,134.0
Érmezei Zoltán,prestige_rank,285.0
Anna Margit,prestige_rank,366.0
Boros Mátyás,prestige_rank,427.0
Láng Eszter,prestige_rank,459.0
Lőrinc Lilla,prestige_rank,407.0
Bánki Ákos,prestige_rank,593.0
Székelyi Kati,prestige_rank,474.0
Vancsó Zoltán,prestige_rank,267.0
Kovács Lehel,prestige_rank,465.0
Kemenesi Zsuzsa,prestige_rank,393.0
Sebők Éva,prestige_rank,406.0
Mamikon Yengibarian,prestige_rank,300.0
Takács Szilvia,prestige_rank,542.0
Bikácsi Daniela,prestige_rank,403.0
Nánay Szilamér,prestige_rank,258.0
Szíjárto Kálmán,prestige_rank,364.0
Zalavári András,prestige_rank,517.0
Rudas Klára,prestige_rank,534.0
Wagner János,prestige_rank,272.0
Kiss Miklós,prestige_rank,90.0
Lévai Nóra,prestige_rank,418.0
Szabó Ábel,prestige_rank,471.0
Koszta József,prestige_rank,353.0
Polgár Botond,prestige_rank,458.0
Nagy Márta,prestige_rank,347.0
Szvet Tamas,prestige_rank,371.0
Illés Barna,prestige_rank,476.0
Simon Ferenc,prestige_rank,441.0
Balázs Áron,prestige_rank,334.0
Molnár Gyula,prestige_rank,295.0
Szatmári Gergely,prestige_rank,479.0
Kovács Zoltán,prestige_rank,184.0
Máger Ágnes,prestige_rank,251.0
Fajgerné Dudás Andrea,prestige_rank,555.0
Juhász R. József,prestige_rank,314.0
Nagy Géza,prestige_rank,246.0
Sarkantyú Illés,prestige_rank,392.0
Turcsányi Antal,prestige_rank,215.0
Márkus Péter,prestige_rank,451.0
Naomi Devil,prestige_rank,442.0
Kosziba Klaudia,prestige_rank,545.0
Szeift Béla,prestige_rank,312.0
Miklósi Dénes,prestige_rank,394.0
Kovács István,prestige_rank,412.0
Miklós Árpád,prestige_rank,250.0
Sarkadi Péter,prestige_rank,279.0
Szurcsik János,prestige_rank,143.0
Kuchta Klára,prestige_rank,228.0
Horváth Gábor,prestige_rank,133.0
Horváth Éva Mónika,prestige_rank,232.0
Demeter István,prestige_rank,92.0
Gallusz Gyöngyi,prestige_rank,341.0
Dávid Vera,prestige_rank,396.0
Stark Attila,prestige_rank,483.0
Keresztesi Botond,prestige_rank,548.0
Forgó Árpád,prestige_rank,495.0
Fazekas Magdolna,prestige_rank,420.0
Stalter György,prestige_rank,329.0
Amerigo Tot,prestige_rank,142.0
Vajda Júlia,prestige_rank,322.0
Várady Róbert,prestige_rank,486.0
Madácsy István,prestige_rank,315.0
Fekete Zsolt,prestige_rank,155.0
Kim Corbisier,prestige_rank,487.0
Gálhidy Péter,prestige_rank,411.0
Pálfalusi Attila,prestige_rank,384.0
Tóth György,prestige_rank,261.0
Birkás István,prestige_rank,194.0
Luzsicza Árpád,prestige_rank,156.0
Brada Tibor,prestige_rank,192.0
Ruttka Andrea,prestige_rank,323.0
Szüts Eszter,prestige_rank,352.0
Gabriel Ajna,prestige_rank,248.0
Galy Katalin,prestige_rank,145.0
Gazdag Ágnes,prestige_rank,286.0
Nagy Gabriella,prestige_rank,388.0
Zádor Tamás,prestige_rank,317.0
Bartus Ferenc,prestige_rank,448.0
Borsos János,prestige_rank,328.0
Fridvalszki Márk,prestige_rank,535.0
Szabó Gábor,prestige_rank,17.0
Nyári Zsolt,prestige_rank,348.0
Szakács Imre,prestige_rank,137.0
Gáti György,prestige_rank,327.0
Flohr Zsuzsi,prestige_rank,481.0
Magyar Gábor,prestige_rank,74.0
Balás Eszter,prestige_rank,253.0
Pólya Zsombor,prestige_rank,439.0
Telek Balázs,prestige_rank,421.0
Szalai Tibor,prestige_rank,310.0
Tóth Gábor,prestige_rank,330.0
"Secco & Fresh KO (Keresztesi Botond, Szigeti Árpád)",prestige_rank,518.0
Tóth Lívia,prestige_rank,304.0
Szabó Klára Petra,prestige_rank,434.0
Lonovics László,prestige_rank,380.0
Bán Mariann,prestige_rank,244.0
Gábos József,prestige_rank,373.0
Mayer Éva,prestige_rank,539.0
Jószay Zsolt,prestige_rank,82.0
Kotorman Norbert,prestige_rank,423.0
Gárdi Balázs,prestige_rank,211.0
Urbán Tamás,prestige_rank,213.0
Medve András,prestige_rank,245.0
Medve Zsuzsa,prestige_rank,223.0
"SZAF (Mécs Miklos,  Fisher Judit)",prestige_rank,398.0
Kelemen Zénó,prestige_rank,301.0
Bíró Eszter,prestige_rank,386.0
Szepessy Béla,prestige_rank,110.0
Németh Ágnes,prestige_rank,289.0
Tihanyi Anna,prestige_rank,188.0
Kácser László,prestige_rank,468.0
Kéri László,prestige_rank,125.0
Könyv Kata,prestige_rank,424.0
Nagy Csilla,prestige_rank,461.0
Orr Máté,prestige_rank,326.0
Hetesi Attila,prestige_rank,276.0
Orosz Péter,prestige_rank,159.0
Dechandt Antal,prestige_rank,58.0
Damó István,prestige_rank,178.0
Paizs Péter,prestige_rank,127.0
Sándor Edit,prestige_rank,354.0
Serényi H. Zsigmond,prestige_rank,225.0
Surányi Miklós,prestige_rank,335.0
Nagy Csaba,prestige_rank,255.0
Ütő Gusztáv,prestige_rank,435.0
Siflis András,prestige_rank,219.0
Bálint Ildikó,prestige_rank,5.0
Szalay Zoltán,prestige_rank,102.0
Chesslay György,prestige_rank,214.0
AES+F,prestige_rank,287.0
Rutkai Bori,prestige_rank,369.0
Borgó,prestige_rank,60.0
Gerlóczy Sári,prestige_rank,85.0
Bereznai Péter,prestige_rank,303.0
Wrobel Péter,prestige_rank,274.0
Filp Csaba,prestige_rank,325.0
Nagy Zsófia,prestige_rank,305.0
Bálint Ádám,prestige_rank,174.0
Süli-Zakar Szabolcs,prestige_rank,281.0
Hernádi Paula,prestige_rank,311.0
Matis Rita,prestige_rank,259.0
Mohácsi András,prestige_rank,277.0
Boros Viola,prestige_rank,123.0
Csepregi Balázs,prestige_rank,308.0
Regős Anna,prestige_rank,296.0
Szabó Attila,prestige_rank,450.0
Lucien Hervé,prestige_rank,87.0
Halas István,prestige_rank,238.0
Dóró Sándor,prestige_rank,444.0
Háy Ágnes,prestige_rank,237.0
Juhász Dóra,prestige_rank,234.0
Kovács Melinda,prestige_rank,212.0
Vekás Magdolna,prestige_rank,309.0
Duliskovich Bazil,prestige_rank,379.0
Mucsy Szilvia,prestige_rank,207.0
Szabó Dorottya,prestige_rank,339.0
Egyed László,prestige_rank,195.0
Baditz Gyula,prestige_rank,128.0
Altorjai Sándor,prestige_rank,288.0
Angyal Júlia,prestige_rank,1.0
Pataki Janos,prestige_rank,307.0
Vizsolyi János,prestige_rank,186.0
Bodor Anikó,prestige_rank,382.0
Kréher Peter,prestige_rank,46.0
Françoise Gilot,prestige_rank,367.0
Kass János,prestige_rank,235.0
Koppány Attila,prestige_rank,204.0
Budaházi Tibor,prestige_rank,173.0
Szabó Benke Róbert,prestige_rank,416.0
Szkárosi Endre,prestige_rank,264.0
Ferenczy Noémi,prestige_rank,129.0
Torma Éva,prestige_rank,136.0
Somorjai Kiss Tibor,prestige_rank,230.0
Veszely Beáta,prestige_rank,96.0
Bernáthy Sándor,prestige_rank,161.0
Horváth Kinga,prestige_rank,185.0
Őry Annamária,prestige_rank,158.0
Klenyanszki Csilla,prestige_rank,391.0
Kiss Anna,prestige_rank,32.0
Oroszy Csaba,prestige_rank,243.0
Ezer Ákos,prestige_rank,357.0
Drabik István,prestige_rank,270.0
Tóth Szilvi,prestige_rank,377.0
Balázs Imre Barna,prestige_rank,187.0
Énzsöly Kinga,prestige_rank,319.0
Ágotha Margit,prestige_rank,199.0
Mózes Katalin,prestige_rank,111.0
Korodi Luca,prestige_rank,375.0
Pető Barna,prestige_rank,273.0
Bátai Sándor,prestige_rank,370.0
Kun Éva,prestige_rank,200.0
Seres Géza,prestige_rank,10.0
Ráthonyi Kinga,prestige_rank,71.0
Szabó Tamás,prestige_rank,363.0
Bodnár Imre,prestige_rank,94.0
Fuchs Tamás,prestige_rank,209.0
Szunyogh László,prestige_rank,217.0
Nagy Ernő,prestige_rank,316.0
Vályi Péter,prestige_rank,106.0
Ocztos István,prestige_rank,86.0
Pataki Tibor,prestige_rank,218.0
Kovács Tamás László,prestige_rank,135.0
Baky Péter,prestige_rank,31.0
Losonczy István,prestige_rank,361.0
Bondor Csilla,prestige_rank,405.0
Takáts Márton,prestige_rank,290.0
Máté Gábor,prestige_rank,164.0
Baráth Hajnal,prestige_rank,107.0
Miskolczi Emese,prestige_rank,205.0
Kiss Zoltán,prestige_rank,68.0
Miklós Hajnal,prestige_rank,282.0
Gábor Éva Mária,prestige_rank,318.0
Horváth Judit,prestige_rank,268.0
Sándor Krisztián,prestige_rank,302.0
Lenkey-Tóth Péter,prestige_rank,203.0
Dallos Ádám,prestige_rank,415.0
Kulinyi István,prestige_rank,99.0
Hollós Ádám,prestige_rank,257.0
Romvári Márton,prestige_rank,332.0
Veress Sándor László,prestige_rank,124.0
Krnács Agota,prestige_rank,262.0
Mátyási Péter,prestige_rank,408.0
Ernszt András,prestige_rank,359.0
Somogyi Laura,prestige_rank,183.0
Magyar Ádám,prestige_rank,163.0
Adorján Attila,prestige_rank,98.0
Huszár Andrea,prestige_rank,233.0
Fejős Miklós,prestige_rank,306.0
Seres László,prestige_rank,240.0
Schneemeier Andrea,prestige_rank,130.0
Bánkuti András,prestige_rank,229.0
Hermann Ildi,prestige_rank,152.0
Csurgai Ferenc,prestige_rank,121.0
Meggyes László,prestige_rank,148.0
Ázbej Kristof,prestige_rank,390.0
Nemes Ferenc,prestige_rank,122.0
Mayer Berta,prestige_rank,56.0
Pirk László,prestige_rank,36.0
Csáki Róbert,prestige_rank,38.0
Romhány Veronika,prestige_rank,275.0
Martin C. Herbst,prestige_rank,242.0
Gyarmati Zsolt,prestige_rank,374.0
Für Emil,prestige_rank,149.0
Rabóczky Judit Rita,prestige_rank,298.0
Ráskai Szabolcs,prestige_rank,182.0
Szabó Beáta,prestige_rank,198.0
Bakos Tamás,prestige_rank,160.0
Kovalovszky Dániel,prestige_rank,189.0
Tóth Angelika,prestige_rank,139.0
Dárdai Zsuzsa,prestige_rank,73.0
Zsáki István,prestige_rank,6.0
Turcsány Villő,prestige_rank,181.0
Ország Lászlo,prestige_rank,313.0
Nagy Attila,prestige_rank,88.0
Esse Bánki Ákos,prestige_rank,222.0
Pócsy Ferenc,prestige_rank,126.0
Szunyoghy Viktória,prestige_rank,141.0
Ócskay László,prestige_rank,193.0
Navratil Judit,prestige_rank,320.0
Szuharevszki Mihály,prestige_rank,221.0
Szalontai Ábel,prestige_rank,146.0
Majoros Gyula,prestige_rank,105.0
Galbovy Attila,prestige_rank,236.0
Székács Zoltán,prestige_rank,93.0
Békési Ervin,prestige_rank,247.0
Hegyeshalmi László,prestige_rank,108.0
Nagy Tamás,prestige_rank,115.0
Koller Margit,prestige_rank,292.0
Kéri Mihály,prestige_rank,104.0
Herczeg Nándor,prestige_rank,166.0
Siegmund Akos,prestige_rank,266.0
Nagy Zopán,prestige_rank,324.0
Z. Szabó Zoltán,prestige_rank,26.0
Botos Péter,prestige_rank,83.0
Bátorfi Andrea,prestige_rank,61.0
BLOCK Csoport,prestige_rank,227.0
Ganczaugh Miklós,prestige_rank,80.0
Ilauszky Tamás,prestige_rank,97.0
Guttman Barbara,prestige_rank,172.0
Koscsó László,prestige_rank,117.0
Bányay Péter,prestige_rank,67.0
Kasza Gábor,prestige_rank,77.0
Takács Máté,prestige_rank,177.0
Szabó Nóra,prestige_rank,197.0
Blazsek András,prestige_rank,226.0
Zékány Dia,prestige_rank,216.0
Fábián Noémi,prestige_rank,132.0
Györfi Sándor,prestige_rank,7.0
Szerényi Gábor,prestige_rank,66.0
Bornemisza Eszter,prestige_rank,293.0
Pogány Gábor Benő,prestige_rank,70.0
Balogh László,prestige_rank,208.0
Töttös Kata,prestige_rank,239.0
Kiss Márta,prestige_rank,131.0
Makovecz Anna,prestige_rank,89.0
Rizmayer Péter,prestige_rank,249.0
Lieber Erzsébet,prestige_rank,75.0
Németh Tamás,prestige_rank,69.0
Tóth Ernő,prestige_rank,21.0
Kántor József,prestige_rank,190.0
Szmrecsányi Boldizsár,prestige_rank,231.0
Kuti László,prestige_rank,144.0
Kalas Zsuzsa,prestige_rank,101.0
Bakonyi Mihály,prestige_rank,44.0
Kiss Adél,prestige_rank,72.0
Németh Róbert,prestige_rank,220.0
Nagy Karolina,prestige_rank,165.0
Csernátony Lukács László,prestige_rank,196.0
Magyar József,prestige_rank,49.0
Huller Ágoston,prestige_rank,2.0
Buczkó Imre,prestige_rank,13.0
Rácz Noémi,prestige_rank,37.0
Kemény Judit,prestige_rank,47.0
Szigeti Tamás,prestige_rank,120.0
Székely Beáta,prestige_rank,210.0
Hajdú József,prestige_rank,112.0
Kucsora Márta,prestige_rank,153.0
Kovács Tibor,prestige_rank,95.0
Hegyi Csaba,prestige_rank,157.0
Turay Balázs,prestige_rank,78.0
Nadya Hadun,prestige_rank,254.0
Németh Melitta,prestige_rank,65.0
Szilágyi László,prestige_rank,18.0
Páll Tibor Krisztián,prestige_rank,45.0
Sárosi Anita,prestige_rank,171.0
Bernáth Aurél,prestige_rank,55.0
Gajzágo Donáta,prestige_rank,168.0
Ruttkay Sándor,prestige_rank,3.0
Pecsics Mária,prestige_rank,76.0
Mucius,prestige_rank,175.0
Sánta Csaba,prestige_rank,40.0
Veress Enéh Erzsébet,prestige_rank,84.0
Gesztelyi Nagy Zsuzsa,prestige_rank,176.0
